date,time,fileName
03/04/2013,19:48,M106-006G.fit
03/04/2013,19:50,M106-005R.fit
02/04/2013,03:16,M106-005L.fit
03/04/2013,19:47,M106-005G.fit
03/04/2013,19:45,M106-005B.fit
05/04/2013,10:07,m106-004R.fit
05/04/2013,10:05,m106-004G.fit
05/04/2013,10:01,m106-004B.fit
20/04/2014,11:29,M106-003R.fit
20/04/2014,11:28,M106-003G.fit
20/04/2014,11:26,M106-003B.fit
20/04/2014,11:29,M106-002R.fit
20/04/2014,11:28,M106-002G.fit
20/04/2014,11:26,M106-002B.fit
20/04/2014,11:29,M106-001R.fit
20/04/2014,11:28,M106-001G.fit
20/04/2014,11:26,M106-001B.fit
14/03/2013,20:33,M104-00XR.fit
14/03/2013,20:33,M104-00XG.fit
14/03/2013,20:33,M104-00XB.fit
13/04/2014,13:30,M101-R.fit
09/04/2014,00:05,M101-L.fit
31/03/2013,13:20,M101-G.fit
31/03/2013,13:20,M101-B.fit
08/04/2014,23:48,M101-3-300sL
13/04/2015,04:36,M101-007R.fit
13/04/2015,04:11,M101-006R.fit
13/04/2015,04:16,M101-006G.fit
13/04/2015,04:21,M101-006B.fit
13/04/2015,03:46,M101-005R.fit
13/04/2015,12:34,M101-005G.fit
13/04/2015,12:31,M101-005B.fit
13/04/2015,12:37,M101-004R.fit
13/04/2015,12:35,M101-004G.fit
13/04/2015,12:31,M101-004B.fit
13/04/2015,12:37,M101-003R.fit
13/04/2015,12:35,M101-003G.fit
13/04/2015,12:31,M101-003B.fit
13/04/2015,12:37,M101-002R.fit
13/04/2015,12:35,M101-002G.fit
13/04/2015,12:31,M101-002B.fit
13/04/2015,12:38,M101-001R.fit
13/04/2015,12:35,M101-001G.fit
13/04/2015,12:31,M101-001B.fit
12/04/2015,23:44,M100sL
17/04/2015,21:50,M100.fit
26/09/2014,15:25,Lstack
25/09/2014,11:33,Lstack
11/09/2015,14:27,Lstack
19/04/2015,14:08,Lsatck
19/04/2015,14:10,Lsatck
19/04/2015,14:12,Lsatck
25/09/2014,11:47,LRGBold
25/11/2013,22:04,LRGBddp.fit
27/03/2015,10:47,LRGBddp.fit
27/03/2015,13:07,LRGBddp.fit
22/03/2015,12:59,LRGBddp.fit
09/03/2015,12:02,LRGBddp.fit
08/04/2015,18:59,LRGB.fit
22/11/2013,22:38,LRGB.fit
09/03/2015,03:41,LRGB.fit
22/04/2014,15:50,LRGB.fit
19/04/2015,12:34,LRGB.fit
27/03/2015,10:25,LRGB.fit
27/03/2015,11:32,LRGB.fit
09/03/2015,11:52,LRGB.fit
24/11/2012,22:33,LRGB.fit
27/02/2015,17:51,LRGB.fit
04/04/2013,21:29,LeoTrio-001R.fit
30/03/2013,21:26,LeoTrio
30/03/2013,22:32,Leotrio
10/04/2015,05:03,LeoT-R.fit
10/04/2015,05:01,LeoT-G.fit
10/04/2015,04:59,LeoT-B.fit
22/03/2015,12:07,Lddp.fit
17/02/2015,15:57,LB1.fit
08/04/2015,18:19,L.fit
10/04/2015,16:27,L.fit
20/04/2014,11:47,L.fit
24/11/2014,00:05,L.fit
10/04/2015,06:09,L.fit
07/04/2015,07:04,L.fit
20/04/2014,21:55,L.fit
13/04/2015,13:00,L.fit
12/02/2012,13:53,Jems.fit
14/01/2012,17:20,Jellyfish.fit
14/03/2013,20:04,Image-00XR.fit
14/03/2013,20:04,Image-00XG.fit
14/03/2013,20:04,Image-00XB.fit
23/01/2015,23:23,IC443-SII.fit
20/01/2014,04:47,IC443SII
23/01/2015,23:30,IC443-OIII.fit
20/12/2013,13:53,IC443Jellyfish
20/12/2013,13:56,IC443Jellyfish
23/01/2015,23:30,IC443-Ha.fit
23/01/2015,23:21,IC443-005OIII.fit
23/01/2015,23:23,IC443-004SII.fit
23/01/2015,23:21,IC443-004OIII.fit
23/01/2015,23:23,IC443-003SII.fit
23/01/2015,23:21,IC443-003OIII.fit
15/02/2016,23:13,IC443-002SII.fit
15/02/2016,23:08,IC443-002OIII.fit
15/02/2016,22:53,IC443-001SII.fit
15/02/2016,22:48,IC443-001OIII.fit
01/03/2014,12:43,IC417SII
01/03/2014,12:56,IC417OIII
01/03/2014,18:58,IC417-012Ha.fit
01/03/2014,18:57,IC417-011Ha.fit
01/03/2014,05:39,IC417-010Ha.fit
01/03/2014,05:29,IC417-009Ha.fit
01/03/2014,05:19,IC417-008Ha.fit
01/03/2014,12:42,IC417-007SII.fit
01/03/2014,12:39,IC417-007OIII.fit
01/03/2014,12:42,IC417-006SII.fit
01/03/2014,12:39,IC417-006OIII.fit
01/03/2014,12:42,IC417-005SII.fit
01/03/2014,12:39,IC417-005OIII.fit
01/03/2014,12:42,IC417-004SII.fit
01/03/2014,12:39,IC417-004OIII.fit
11/03/2014,23:19,IC417-003SII.fit
12/03/2014,12:15,IC417-003OIII.fit
12/03/2014,12:39,IC417-002SII.fit
12/03/2014,12:15,IC417-002OIII.fit
12/03/2014,12:38,IC417-001SII.fit
12/03/2014,12:15,IC417-001OIII.fit
13/03/2014,01:00,IC410SIII
12/03/2014,12:40,IC410SII
20/02/2015,01:18,IC410RR-001OIII.fit
13/03/2014,01:02,IC410OIII
14/03/2014,21:26,IC410new
14/03/2014,21:26,IC410new
14/03/2014,21:27,IC410new
27/03/2012,20:44,ic410-300sL.fit
13/03/2014,01:01,IC410-007SII.fit
13/03/2014,01:03,IC410-007OIII.fit
03/12/2014,12:19,IC410-006SII.fit
03/12/2014,12:16,IC410-006OIII.fit
03/12/2014,11:40,IC410-005SII.fit
03/12/2014,12:16,IC410-005OIII.fit
03/12/2014,11:40,IC410-004SII.fit
03/12/2014,12:16,IC410-004OIII.fit
03/12/2014,11:40,IC410-003SII.fit
03/12/2014,12:16,IC410-003OIII.fit
03/12/2014,11:40,IC410-002SII.fit
03/12/2014,12:16,IC410-002OIII.fit
03/12/2014,11:40,IC410-001SII.fit
03/12/2014,12:16,IC410-001OIII.fit
30/12/2014,03:43,IC4053rd-012OIII.fit
30/12/2014,03:33,IC4053rd-011SII.fit
30/12/2014,03:23,IC4053rd-011OIII.fit
30/12/2014,03:12,IC4053rd-010SII.fit
30/12/2014,03:02,IC4053rd-010OIII.fit
30/12/2014,02:41,IC4053rd-009SII.fit
30/12/2014,02:31,IC4053rd-009OIII.fit
30/12/2014,02:21,IC4053rd-008SII.fit
30/12/2014,02:11,IC4053rd-008OIII.fit
30/12/2014,02:01,IC4053rd-007SII.fit
30/12/2014,01:51,IC4053rd-007OIII.fit
30/12/2014,01:40,IC4053rd-006SII.fit
30/12/2014,01:30,IC4053rd-006OIII.fit
30/12/2014,01:20,IC4053rd-005SII.fit
30/12/2014,01:10,IC4053rd-005OIII.fit
30/12/2014,01:00,IC4053rd-004SII.fit
30/12/2014,00:50,IC4053rd-004OIII.fit
30/12/2014,00:40,IC4053rd-003SII.fit
30/12/2014,00:30,IC4053rd-003OIII.fit
30/12/2014,00:20,IC4053rd-002SII.fit
30/12/2014,00:10,IC4053rd-002OIII.fit
30/12/2014,00:00,IC4053rd-001SII.fit
29/12/2014,23:50,IC4053rd-001OIII.fit
29/12/2014,05:58,IC4052nd-011SII.fit
29/12/2014,05:48,IC4052nd-011OIII.fit
29/12/2014,05:27,IC4052nd-010SII.fit
29/12/2014,05:17,IC4052nd-010OIII.fit
29/12/2014,04:48,IC4052nd-009SII.fit
29/12/2014,04:38,IC4052nd-009OIII.fit
29/12/2014,04:28,IC4052nd-008SII.fit
29/12/2014,04:18,IC4052nd-008OIII.fit
29/12/2014,04:08,IC4052nd-007SII.fit
29/12/2014,03:58,IC4052nd-007OIII.fit
29/12/2014,03:45,IC4052nd-006SII.fit
29/12/2014,03:35,IC4052nd-006OIII.fit
29/12/2014,03:25,IC4052nd-005SII.fit
29/12/2014,03:15,IC4052nd-005OIII.fit
29/12/2014,03:05,IC4052nd-004SII.fit
29/12/2014,02:55,IC4052nd-004OIII.fit
29/12/2014,02:38,IC4052nd-003SII.fit
29/12/2014,02:28,IC4052nd-003OIII.fit
29/12/2014,02:18,IC4052nd-002SII.fit
29/12/2014,02:08,IC4052nd-002OIII.fit
29/12/2014,01:58,IC4052nd-001SII.fit
29/12/2014,01:48,IC4052nd-001OIII.fit
27/02/2015,16:40,IC1848SII.fit
27/02/2015,16:41,IC1848R-006SII.fit
27/02/2015,16:39,IC1848R-006OIII.fit
27/02/2015,16:41,IC1848R-005SII.fit
27/02/2015,16:38,IC1848R-005OIII.fit
27/02/2015,16:41,IC1848R-004SII.fit
27/02/2015,16:38,IC1848R-004OIII.fit
27/02/2015,16:41,IC1848R-003SII.fit
27/02/2015,16:38,IC1848R-003OIII.fit
27/02/2015,16:41,IC1848R-002SII.fit
27/02/2015,16:38,IC1848R-002OIII.fit
27/02/2015,16:41,IC1848R-001SII.fit
27/02/2015,16:39,IC1848R-001OIII.fit
27/02/2015,16:52,IC1848OIII.fit
27/02/2015,16:52,IC1848Ha.fit
08/10/2013,20:04,IC1848-007HaB1.fit
08/10/2013,20:04,IC1848-006HaB1.fit
26/10/2013,16:35,IC1848-005HaB1.fit
08/10/2013,20:04,IC1848-004HaB1.fit
14/09/2012,01:01,IC1805-308R.fit
14/09/2012,00:40,IC1805-307R.fit
14/09/2012,00:45,IC1805-307G.fit
14/09/2012,00:51,IC1805-307B.fit
14/09/2012,00:19,IC1805-306R.fit
14/09/2012,00:24,IC1805-306G.fit
14/09/2012,00:29,IC1805-306B.fit
13/09/2012,23:57,IC1805-305R.fit
14/09/2012,00:03,IC1805-305G.fit
14/09/2012,00:08,IC1805-305B.fit
13/09/2012,23:32,IC1805-304R.fit
13/09/2012,23:37,IC1805-304G.fit
13/09/2012,23:42,IC1805-304B.fit
13/09/2012,23:11,IC1805-303R.fit
13/09/2012,23:16,IC1805-303G.fit
13/09/2012,23:21,IC1805-303B.fit
13/09/2012,22:49,IC1805-302R.fit
13/09/2012,22:55,IC1805-302G.fit
13/09/2012,23:00,IC1805-302B.fit
13/09/2012,22:28,IC1805-301R.fit
13/09/2012,22:33,IC1805-301G.fit
13/09/2012,22:39,IC1805-301B.fit
03/11/2015,06:10,IC1805-002SII.fit
03/11/2015,06:05,IC1805-002OIII.fit
03/11/2015,05:50,IC1805-001SII.fit
03/11/2015,05:45,IC1805-001OIII.fit
24/10/2013,15:52,IC1396-SII.fit
26/10/2013,09:32,IC1396-OIIIaligned.fit
26/10/2013,09:28,IC1396-OIII.fit
26/10/2013,09:28,IC1396-Ha2ddp.fit
26/10/2013,09:31,IC1396-Ha2aligned.fit
24/10/2013,15:59,IC1396-Ha2.fit
24/10/2013,15:51,IC1396-Ha.fit
24/10/2013,01:57,IC1396-006SII.fit
24/10/2013,15:39,IC1396-006OIII.fit
24/10/2013,15:36,IC1396-006Ha.fit
24/10/2013,15:42,IC1396-005SII.fit
24/10/2013,15:38,IC1396-005OIII.fit
24/10/2013,15:36,IC1396-005Ha.fit
24/10/2013,15:42,IC1396-004SII.fit
24/10/2013,15:38,IC1396-004OIII.fit
24/10/2013,15:36,IC1396-004Ha.fit
24/10/2013,15:42,IC1396-003SII.fit
24/10/2013,15:38,IC1396-003OIII.fit
24/10/2013,15:36,IC1396-003Ha.fit
24/10/2013,15:43,IC1396-002SII.fit
24/10/2013,15:38,IC1396-002OIII.fit
24/10/2013,15:36,IC1396-002Ha.fit
24/10/2013,15:43,IC1396-001SII.fit
24/10/2013,15:38,IC1396-001OIII.fit
24/10/2013,15:36,IC1396-001Ha.fit
24/07/2012,01:21,IC1318Ha600s.fit
22/12/2013,01:27,HSOxx-Combined.fit
20/12/2013,23:40,HSO.fit
23/01/2016,15:59,HOSddp.fit
19/04/2015,14:25,HOSddp.fit
17/12/2012,00:27,hosddp.fit
23/01/2016,15:55,HOS.fit
26/09/2015,17:50,HOS.fit
20/07/2013,19:09,HOS.fit
25/11/2013,22:16,HOS.fit
19/04/2015,14:22,HOS.fit
23/06/2014,22:22,HOS.fit
17/12/2012,00:23,hos.fit
20/07/2013,11:01,HOS.fit
27/09/2014,03:55,Horse-002R.fit
27/09/2014,04:00,Horse-002G.fit
27/09/2014,04:05,Horse-002B.fit
27/09/2014,03:30,Horse-001R.fit
27/09/2014,03:35,Horse-001G.fit
27/09/2014,03:40,Horse-001B.fit
07/09/2012,21:58,HGB.fit
22/11/2013,23:04,HeartSIIx4.fit
23/01/2016,01:27,HeartSII
22/11/2013,23:07,HeartOIII
23/01/2016,01:32,HeartOIII
23/01/2016,01:28,Heart-016SII.fit
23/01/2016,01:27,Heart-015SII.fit
23/01/2016,01:32,Heart-015OIII.fit
23/01/2016,01:27,Heart-014SII.fit
23/01/2016,01:32,Heart-014OIII.fit
23/01/2016,01:27,Heart-013SII.fit
23/01/2016,01:32,Heart-013OIII.fit
23/01/2016,01:27,Heart-012SII.fit
23/01/2016,01:32,Heart-012OIII.fit
22/01/2016,23:35,Heart-011OIII.fit
23/01/2016,01:27,Heart-010SII.fit
23/01/2016,01:33,Heart-010OIII.fit
23/01/2016,01:27,Heart-009SII.fit
23/01/2016,01:33,Heart-009OIII.fit
23/01/2016,01:27,Heart-008SII.fit
23/01/2016,01:33,Heart-008OIII.fit
23/01/2016,01:27,Heart-007SII.fit
23/01/2016,01:33,Heart-007OIII.fit
23/01/2016,01:33,Heart-006OIII.fit
23/01/2016,01:28,Heart-005SII.fit
23/01/2016,01:33,Heart-005OIII.fit
23/01/2016,01:28,Heart-004SII.fit
23/01/2016,01:33,Heart-004OIII.fit
22/11/2013,22:15,Heart-004Ha.fit
23/01/2016,01:28,Heart-003SII.fit
23/01/2016,01:33,Heart-003OIII.fit
22/11/2013,22:14,Heart-003Ha.fit
23/01/2016,01:28,Heart-002SII.fit
23/01/2016,01:33,Heart-002OIII.fit
22/11/2013,22:15,Heart-002Ha.fit
23/01/2016,01:28,Heart-001SII.fit
23/01/2016,01:33,Heart-001OIII.fit
22/11/2013,22:15,Heart-001Ha.fit
02/05/2013,18:54,HaTotal.fit
16/09/2015,18:46,Hastackddp.fit
02/02/2015,00:40,Hastackddp.fit
22/03/2015,14:32,Hastackddp.fit
20/10/2015,12:49,Hastackddp.fit
20/04/2015,15:06,Hastack2.fit
01/04/2016,12:17,Hastack.fit
16/09/2015,18:40,Hastack.fit
02/02/2015,00:33,Hastack.fit
22/03/2015,14:25,Hastack.fit
26/09/2015,05:45,HaStack.fit
20/10/2015,14:16,Hastack.fit
23/06/2014,22:23,Hastack.fit
05/09/2012,11:49,Hastack.fit
11/08/2012,23:15,Hastack.fit
31/07/2013,22:44,Hastack.fit
06/11/2014,20:26,Hastack
20/07/2013,18:56,Hastack
27/09/2015,02:59,Hastack
12/10/2015,18:33,Hastack
27/09/2015,03:04,Hastack
12/10/2014,14:41,Hastack
03/11/2015,12:05,HaStack
03/11/2015,12:16,HaStack
12/10/2014,13:54,Hastack
12/10/2014,14:00,Hastack
16/09/2015,14:34,Hastack
19/04/2015,14:15,Hasatck.fit
06/09/2012,12:52,Ha-OIII-SIIddp.fit
22/10/2012,10:35,Ha-OIII-SII.fit
19/10/2012,10:25,Ha-OIII-SII.fit
06/09/2012,12:45,Ha-OIII-SII.fit
19/10/2012,09:52,Ha-OIII-SII.fit
12/03/2014,12:45,HaOIII
27/02/2015,05:38,Haddp.fit
26/11/2012,22:38,Haddp.fit
19/10/2012,10:47,Hacombined-RGB.fit
19/10/2012,10:08,Hacombined.fit
19/10/2012,10:28,Hacombined.fit
23/09/2013,02:52,Ha1.fit
06/09/2012,14:54,Ha.fit
01/10/2012,22:44,Ha.fit
09/03/2015,13:05,Ha.fit
06/12/2012,22:25,Ha.fit
03/12/2014,11:49,Ha.fit
24/11/2012,04:36,Ha.fit
27/02/2015,16:59,Ha.fit
20/02/2015,14:14,Ha.fit
03/12/2014,12:36,Ha.fit
31/03/2016,21:48,Ha
10/11/2013,21:03,H9andFLI.fit
03/09/2012,02:23,guidingprobs.fit
26/09/2014,18:22,Gstack
25/09/2014,11:56,Gstack
02/04/2016,16:31,Gstack
03/03/2013,23:47,GroupHa.fit
05/12/2015,21:14,Group4SII.fit
11/08/2012,12:10,Group4-LRGB.fit
10/08/2012,10:26,Group4.fit
23/11/2014,20:43,Group3-B.fit
23/11/2014,20:44,Group2-G.fit
03/04/2013,20:16,Group21-R.fit
03/04/2013,20:16,Group20-G.fit
11/03/2016,00:27,Group2.fit
23/11/2014,20:44,Group1-R.fit
03/04/2013,20:16,Group19-B.fit
03/04/2013,20:17,Group18-L.fit
22/04/2013,15:32,Group10-L.fit
04/11/2013,22:49,green.fit
16/05/2014,03:19,graph.fit
08/04/2015,18:59,G.fit
09/03/2015,03:43,G.fit
20/04/2014,11:46,G.fit
28/11/2014,17:05,G.fit
22/03/2015,13:52,G.fit
20/04/2014,21:54,G.fit
27/02/2015,18:40,G.fit
20/12/2013,16:51,FS78RGB
20/12/2013,13:37,FS78-003HaB1.fit
20/12/2013,13:36,FS78-002HaB1.fit
20/12/2013,13:36,FS78-001HaB1.fit
15/04/2014,19:39,f5-3stack
15/04/2014,19:44,f5-3stack
15/04/2014,19:43,f5-3stack
22/11/2015,21:57,etoiii
22/11/2015,21:41,etoiii
22/11/2015,23:20,ET-004SII.fit
22/11/2015,23:10,ET-004OIII.fit
22/11/2015,23:00,ET-003SII.fit
22/11/2015,22:50,ET-003OIII.fit
22/11/2015,22:40,ET-002SII.fit
22/11/2015,22:30,ET-002OIII.fit
22/11/2015,22:20,ET-001SII.fit
22/11/2015,22:10,ET-001OIII.fit
22/09/2013,00:30,ddp.fit
15/09/2012,04:17,daylight.fit
22/09/2013,13:06,Crescentstack.fit
18/10/2012,23:59,Crescent600-Ha.fit
02/10/2013,11:22,Copyof
02/10/2013,11:21,Copyof
02/10/2013,11:21,Copyof
24/11/2014,19:51,ConeNGC
24/11/2014,19:48,ConeNGC
24/11/2014,19:49,ConeNGC
30/11/2012,21:08,com-RGB.fit
03/09/2014,21:15,combined-RGB.fit
03/09/2014,21:17,combined-R.fit
03/09/2014,21:17,combined-LRGB.fit
03/09/2014,21:19,combined-L.fit
03/09/2014,21:18,combined-G.fit
03/09/2014,21:18,combined-B.fit
31/08/2012,21:54,combined.fit
24/11/2011,19:34,com.fit
24/11/2011,19:34,com.fit
24/11/2011,19:33,com.fit
18/09/2012,18:56,Cocoon-RGBcrop.fit
31/08/2012,02:02,cocoon2-600s.fit
12/09/2012,11:54,Cocoon-001R.fit
12/09/2012,11:54,Cocoon-001G.fit
12/09/2012,11:54,Cocoon-001B.fit
31/08/2012,01:51,cocoon.fit
12/10/2014,14:31,Cluster-RGBddp.fit
12/10/2014,14:27,Cluster-RGB.fit
12/10/2014,14:34,cluster-R.fit
12/10/2014,14:34,cluster-G.fit
12/10/2014,14:33,cluster-B.fit
12/10/2014,14:14,cluster-010R.fit
12/10/2014,03:42,cluster-010G.fit
12/10/2014,14:18,cluster-010B.fit
12/10/2014,14:12,cluster-009R.fit
12/10/2014,03:39,cluster-009G.fit
12/10/2014,14:32,cluster-009B.fit
12/10/2014,14:12,cluster-008R.fit
12/10/2014,14:07,cluster-008G.fit
12/10/2014,14:17,cluster-008B.fit
12/10/2014,14:12,cluster-007R.fit
12/10/2014,14:06,cluster-007G.fit
12/10/2014,14:17,cluster-007B.fit
12/10/2014,14:13,cluster-006R.fit
12/10/2014,14:06,cluster-006G.fit
12/10/2014,14:17,cluster-006B.fit
12/10/2014,14:13,cluster-005R.fit
12/10/2014,14:06,cluster-005G.fit
12/10/2014,14:17,cluster-005B.fit
12/10/2014,14:14,cluster-004R.fit
12/10/2014,14:07,cluster-004G.fit
12/10/2014,14:17,cluster-004B.fit
12/10/2014,14:14,cluster-003R.fit
12/10/2014,14:07,cluster-003G.fit
12/10/2014,14:18,cluster-003B.fit
12/10/2014,03:17,cluster-002R.fit
12/10/2014,03:15,cluster-001R.fit
12/10/2014,14:07,cluster-001G.fit
10/01/2014,00:39,ClawSII
10/01/2014,00:39,ClawOIII
10/01/2014,00:26,Claw-003SII.fit
10/01/2014,00:24,Claw-003OIII.fit
10/01/2014,00:22,Claw-003Ha.fit
10/01/2014,00:25,Claw-002SII.fit
10/01/2014,00:24,Claw-002OIII.fit
10/01/2014,00:22,Claw-002Ha.fit
10/01/2014,00:25,Claw-001SII.fit
10/01/2014,00:24,Claw-001OIII.fit
10/01/2014,00:22,Claw-001Ha.fit
08/10/2014,23:19,CED214SII
26/09/2015,17:44,CED214-013SII.fit
26/09/2015,17:40,CED214-013OIII.fit
26/09/2015,17:44,CED214-012SII.fit
26/09/2015,17:39,CED214-012OIII.fit
26/09/2015,17:44,CED214-011SII.fit
26/09/2015,17:39,CED214-011OIII.fit
26/09/2015,17:45,CED214-010SII.fit
26/09/2015,17:39,CED214-010OIII.fit
26/09/2015,17:45,CED214-009SII.fit
26/09/2015,17:39,CED214-009OIII.fit
26/09/2015,17:45,CED214-008SII.fit
26/09/2015,17:39,CED214-008OIII.fit
26/09/2015,17:45,CED214-007SII.fit
26/09/2015,17:39,CED214-007OIII.fit
26/09/2015,17:45,CED214-006SII.fit
26/09/2015,17:39,CED214-006OIII.fit
26/09/2015,17:45,CED214-005SII.fit
26/09/2015,17:39,CED214-005OIII.fit
26/09/2015,17:45,CED214-004SII.fit
26/09/2015,17:39,CED214-004OIII.fit
26/09/2015,17:45,CED214-003SII.fit
15/11/2014,01:08,CED214-003R.fit
26/09/2015,17:39,CED214-003OIII.fit
15/11/2014,01:10,CED214-003G.fit
15/11/2014,01:11,CED214-003B.fit
26/09/2015,17:45,CED214-002SII.fit
15/11/2014,01:08,CED214-002R.fit
26/09/2015,17:39,CED214-002OIII.fit
15/11/2014,01:10,CED214-002G.fit
15/11/2014,01:11,CED214-002B.fit
10/09/2015,00:32,CED214-001SII.fit
15/11/2014,01:08,CED214-001R.fit
26/09/2015,17:40,CED214-001OIII.fit
18/03/2013,00:44,CCDImage
13/05/2012,02:56,CCDImage
26/03/2012,03:32,CCDImage
28/02/2013,22:47,CCDImage
03/09/2014,14:01,CaveSII.fit
